Date,Code,Name,ForeignNet,TrustNet,DealerNet,Total
2026-08-25,4104,佳醫,13000,0,0,13000
2026-08-25,4106,雃博,-10000,0,0,-10000
2026-08-25,4108,懷特,-29000,0,0,-29000
2026-08-25,4119,旭富,-42887,0,-206,-43093
2026-08-25,4133,亞諾法,7000,0,0,7000
2026-08-25,4137,麗豐-KY,-63425,0,-27066,-90491
2026-08-25,4142,國光生,-122000,0,-171,-122171
2026-08-25,4148,全宇生技-KY,-1000,0,1000,0
2026-08-25,4155,訊映,-7000,0,0,-7000
2026-08-25,4164,承業醫,-9000,0,235,-8765
2026-08-25,4169,泰宗,-8931,0,0,-8931
2026-08-25,4178,永笙-KY,-5000,0,1000,-4000
2026-08-25,4190,佐登-KY,0,0,0,0
2026-08-25,4195,基米-創,5000,0,2794,7794
2026-08-25,4306,炎洲,-8745,0,1000,-7745
2026-08-25,4414,如興,54000,0,1000,55000
2026-08-25,4426,利勤,-19000,0,0,-19000
2026-08-25,4438,廣越,4000,0,-42,3958
2026-08-25,4439,冠星-KY,-5000,0,2000,-3000
2026-08-25,4440,宜新實業,-2000,0,0,-2000
2026-08-25,4441,振大環球,8000,0,2000,10000
2026-08-25,4526,東台,-51880,0,-8330,-60210
2026-08-25,4532,瑞智,-11000,0,1000,-10000
2026-08-25,4536,拓凱,37135,0,-2582,34553
2026-08-25,4540,全球傳動,15583,0,-30,15553
2026-08-25,4545,銘鈺,-5000,0,0,-5000
2026-08-25,4551,智伸科,4579,0,-12286,-7707
2026-08-25,4552,力達-KY,-19000,0,-5000,-24000
2026-08-25,4555,氣立,-23000,0,-239,-23239
2026-08-25,4557,永新-KY,10000,0,0,10000
2026-08-25,4560,強信-KY,10000,0,-2000,8000
2026-08-25,4562,穎漢,29000,0,1000,30000
2026-08-25,4564,元翎,-42000,0,-1856,-43856
2026-08-25,4566,時碩工業,-556626,0,-399,-557025
2026-08-25,4569,六方科-KY,-37000,0,970,-36030
2026-08-25,4571,鈞興-KY,7000,0,3000,10000
2026-08-25,4572,駐龍,-2000,0,0,-2000
2026-08-25,4576,大銀微系統,55000,0,-18278,36722
2026-08-25,4581,光隆精密-KY,0,0,0,0
2026-08-25,4582,聚恆-創,15000,0,948,15948
2026-08-25,4583,台灣精銳,-14998,0,0,-14998
2026-08-25,4585,達明,32000,0,9421,41421
2026-08-25,4588,玖鼎電力,11000,0,0,11000
2026-08-25,4590,富田-創,-49971,0,537,-49434
2026-08-25,4720,德淵,-43830,0,0,-43830
2026-08-25,4722,國精化,91025,0,-10997,80028
2026-08-25,4736,泰博,-149000,0,2000,-147000
2026-08-25,4737,華廣,16000,0,0,16000
2026-08-25,4739,康普,-242000,0,-11022,-253022
2026-08-25,4746,台耀,-442000,0,0,-442000
2026-08-25,4755,三福化,-22311,0,-1000,-23311
2026-08-25,4763,材料*-KY,-3621637,0,-59978,-3681615
2026-08-25,4764,雙鍵,-20794,0,-6903,-27697
2026-08-25,4766,南寶,-11000,0,-64002,-75002
2026-08-25,4770,上品,-109369,0,-14702,-124071
2026-08-25,4771,望隼,33930,0,-4288,29642
2026-08-25,4807,日成-KY,-12112,0,-3000,-15112
2026-08-25,4904,遠傳,3813633,-1094091,-1020,2718522
2026-08-25,4906,正文,-146117,0,-48831,-194948
2026-08-25,4912,聯德控股-KY,61000,0,-1000,60000
2026-08-25,4915,致伸,-1451000,1000,1384,-1448616
2026-08-25,4916,事欣科,250383,0,13401,263784
2026-08-25,4919,新唐,-131418,0,-53553,-184971
2026-08-25,4927,泰鼎-KY,-119909,0,-4856,-124765
2026-08-25,4930,燦星網,-11000,0,0,-11000
2026-08-25,4934,太極,28865,0,0,28865
2026-08-25,4935,茂林-KY,-25000,0,1000,-24000
2026-08-25,4938,和碩,-1917993,56000,-105687,-1967680
2026-08-25,4942,嘉彰,-2000,0,0,-2000
2026-08-25,4949,有成精密,68700,0,1000,69700
2026-08-25,4952,凌通,7973,0,12441,20414
2026-08-25,4956,光鋐,-855336,0,-58333,-913669
2026-08-25,4958,臻鼎-KY,1576461,-506367,180487,1250581
2026-08-25,4960,誠美材,446800,0,-3270,443530
2026-08-25,4961,天鈺,-2722,0,-1852,-4574
2026-08-25,4967,十銓,-1058859,0,-129696,-1188555
2026-08-25,4968,立積,12000,0,-8195,3805
2026-08-25,4976,佳凌,-160869,0,660,-160209
2026-08-25,4977,眾達-KY,353853,0,72451,426304
2026-08-25,4989,榮科,352345,0,-43994,308351
2026-08-25,4994,傳奇,-1000,0,0,-1000
2026-08-25,4999,鑫禾,-1000,0,0,-1000
2026-08-25,5007,三星,-1000,0,0,-1000
2026-08-25,5203,訊連,20000,0,-663,19337
2026-08-25,5215,科嘉-KY,16000,0,-2000,14000
2026-08-25,5222,全訊,-36425,0,495,-35930
2026-08-25,5225,東科-KY,42000,0,-67,41933
2026-08-25,5234,達興材料,-29829,-4000,-3075,-36904
2026-08-25,5236,凌陽創新,-32000,0,1293,-30707
2026-08-25,5243,乙盛-KY,117989,0,-18584,99405
2026-08-25,5244,弘凱,50700,0,0,50700
2026-08-25,5258,虹堡,-7571,0,0,-7571
2026-08-25,5269,祥碩,7155,2000,-1454,7701
2026-08-25,5283,禾聯碩,37019,0,0,37019
2026-08-25,5284,jpp-KY,-2194,0,-4985,-7179
2026-08-25,5285,界霖,-123659,0,2000,-121659
2026-08-25,5288,豐祥-KY,-4789,5000,31,242
2026-08-25,5292,華懋,-143000,0,16130,-126870
2026-08-25,5306,桂盟,-7523,0,3000,-4523
2026-08-25,5388,中磊,-1550740,0,-23279,-1574019
2026-08-25,5434,崇越,-63660,-1000,-18060,-82720
2026-08-25,5469,瀚宇博,80317,1000,-2749,78568
2026-08-25,5471,松翰,37958,0,2067,40025
2026-08-25,5484,慧友,-45000,0,0,-45000
2026-08-25,5515,建國,33550,0,20464,54014
2026-08-25,5519,隆大,12000,0,-27000,-15000
2026-08-25,5521,工信,-463495,0,2900,-460595
2026-08-25,5522,遠雄,95000,0,-10000,85000
2026-08-25,5525,順天,-21000,0,0,-21000
2026-08-25,5531,鄉林,-137000,0,4000,-133000
2026-08-25,5533,皇鼎,-60000,0,0,-60000
2026-08-25,5534,長虹,1410322,0,-22034,1388288
2026-08-25,5538,東明-KY,27000,0,2000,29000
2026-08-25,5546,永固-KY,4000,0,0,4000
2026-08-25,5607,遠雄港,320378,0,30000,350378
2026-08-25,5608,四維航,-837638,0,-106842,-944480
2026-08-25,5706,鳳凰,-22850,0,0,-22850
2026-08-25,5871,中租-KY,2080596,14000,-54721,2039875
2026-08-25,5876,上海商銀,780104,139000,-67499,851605
2026-08-25,5880,合庫金,3603509,-43899,52770,3612380
2026-08-25,5906,台南-KY,1000,0,0,1000
2026-08-25,5907,大洋-KY,65000,0,0,65000
2026-08-25,6005,群益證,-22144,-8531,0,-30675
2026-08-25,6024,群益期,-51854,0,0,-51854
2026-08-25,6108,競國,1003103,0,8000,1011103
2026-08-25,6112,邁達特,42020,0,2470,44490
2026-08-25,6115,鎰勝,-149000,0,1000,-148000
2026-08-25,6116,彩晶,-3000212,0,-422022,-3422234
2026-08-25,6117,迎廣,0,0,-4371,-4371
2026-08-25,6120,達運,-460000,0,617,-459383
2026-08-25,6128,上福,-2000,0,0,-2000
2026-08-25,6133,金橋,-143689,0,-2000,-145689
2026-08-25,6136,富爾特,11070,0,0,11070
2026-08-25,6139,亞翔,-363018,14000,49035,-299983
2026-08-25,6141,柏承,-661643,0,-10000,-671643
2026-08-25,6142,友勁,-24000,0,3000,-21000
2026-08-25,6152,百一,35722,0,10000,45722
2026-08-25,6153,嘉聯益,-104000,0,25612,-78388
2026-08-25,6155,鈞寶,276435,0,-4000,272435
2026-08-25,6164,華興,-9780,0,0,-9780
2026-08-25,6165,浪凡,-1600,0,0,-1600
2026-08-25,6166,凌華,-14681,1000,12240,-1441
2026-08-25,6168,宏齊,-1647870,0,-4929,-1652799
2026-08-25,6176,瑞儀,-780227,-28000,17154,-791073
2026-08-25,6177,達麗,1317758,0,36000,1353758
2026-08-25,6183,關貿,-1000,0,0,-1000
2026-08-25,6184,大豐電,5000,0,0,5000
2026-08-25,6189,豐藝,-27532,0,19,-27513
2026-08-25,6191,精成科,-43370,1000,-26329,-68699
2026-08-25,6192,巨路,-32000,0,3995,-28005
2026-08-25,6196,帆宣,-231502,3000,-41884,-270386
2026-08-25,6197,佳必琪,-28376,0,-19629,-48005
2026-08-25,6201,亞弘電,0,0,0,0
2026-08-25,6202,盛群,-275636,0,5299,-270337
2026-08-25,6205,詮欣,55040,0,-2070,52970
2026-08-25,6206,飛捷,-795399,0,21850,-773549
2026-08-25,6209,今國光,-224425,0,28402,-196023
2026-08-25,6213,聯茂,905931,-653000,-309921,-56990
2026-08-25,6214,精誠,576032,21000,-5020,592012
2026-08-25,6215,和椿,-3109,0,-8510,-11619
2026-08-25,6216,居易,-59000,0,-389,-59389
2026-08-25,6224,聚鼎,421870,0,-1000,420870
2026-08-25,6225,天瀚,30000,0,0,30000
2026-08-25,6226,光鼎,-177870,0,1126,-176744
2026-08-25,6230,尼得科超眾,60,0,0,60
2026-08-25,6235,華孚,34198,0,-8685,25513
2026-08-25,6239,力成,-816523,-83000,156420,-743103
2026-08-25,6243,迅杰,42000,0,341,42341
2026-08-25,6257,矽格,-290822,240000,8445,-42377
2026-08-25,6269,台郡,51539,0,-178217,-126678
2026-08-25,6271,同欣電,248104,1000,-11564,237540
2026-08-25,6272,驊陞,-4000,0,0,-4000
2026-08-25,6277,宏正,-30000,0,-2103,-32103
2026-08-25,6278,台表科,-483611,58000,132940,-292671
2026-08-25,6281,全國電,-1000,0,0,-1000
2026-08-25,6282,康舒,-660930,3000,-12584,-670514
2026-08-25,6283,淳安,-18000,0,0,-18000
2026-08-25,6285,啟碁,695443,-3000,-22297,670146
2026-08-25,6405,悅城,-37000,0,1581,-35419
2026-08-25,6409,旭隼,15432,1968,-3547,13853
2026-08-25,6412,群電,-13950,2000,-604,-12554
2026-08-25,6414,樺漢,136915,1000,6277,144192
2026-08-25,6415,矽力*-KY,504084,5000,-19836,489248
2026-08-25,6416,瑞祺電通,-90927,0,0,-90927
2026-08-25,6426,統新,84000,0,-937,83063
2026-08-25,6431,光麗-KY,3000,0,1000,4000
2026-08-25,6438,迅得,28712,0,-2000,26712
2026-08-25,6442,光聖,203472,-74000,57658,187130
2026-08-25,6443,元晶,131629,0,4862,136491
2026-08-25,6446,藥華藥,-332570,30000,-2630,-305200
2026-08-25,6449,鈺邦,-224385,0,22869,-201516
2026-08-25,6451,訊芯-KY,429429,1000,29265,459694
2026-08-25,6456,GIS-KY,189135,1000,-3575,186560
2026-08-25,6464,台數科,1000,0,0,1000
2026-08-25,6472,保瑞,-571510,258000,118370,-195140
2026-08-25,6477,安集,8775,0,-282,8493
2026-08-25,6491,晶碩,38309,0,-1183,37126
2026-08-25,6504,南六,-3000,0,0,-3000
2026-08-25,6505,台塑化,3587939,0,-180905,3407034
2026-08-25,6515,穎崴,67463,-34000,327,33790
2026-08-25,6525,捷敏-KY,261426,0,-52585,208841
2026-08-25,6526,達發,-63035,1000,1521,-60514
2026-08-25,6531,愛普*,22632,25000,1470,49102
2026-08-25,6533,晶心科,249100,0,-292,248808
2026-08-25,6534,正瀚-創,-7760,0,-19,-7779
2026-08-25,6541,泰福-KY,80300,0,0,80300
2026-08-25,6550,北極星藥業-KY,-130000,0,-2000,-132000
2026-08-25,6552,易華電,2000,0,-4000,-2000
2026-08-25,6558,興能高,-26000,0,0,-26000
2026-08-25,6573,虹揚-KY,-39000,0,1000,-38000
2026-08-25,6579,研揚,-170670,0,12324,-158346
2026-08-25,6581,鋼聯,0,0,0,0
2026-08-25,6582,申豐,-6000,0,0,-6000
2026-08-25,6585,鼎基,-31986,0,-1000,-32986
2026-08-25,6589,台康生技,-15926,0,-250,-16176
2026-08-25,6591,動力-KY,11000,0,-66,10934
2026-08-25,6592,和潤企業,154009,0,919,154928
2026-08-25,6598,ABC-KY,-38000,0,1000,-37000
2026-08-25,6605,帝寶,136000,0,-170,135830
2026-08-25,6606,建德工業,-5000,0,0,-5000
2026-08-25,6614,資拓宏宇,-1000,0,0,-1000
2026-08-25,6625,必應,49004,0,-2000,47004
2026-08-25,6641,基士德-KY,-2000,0,4000,2000
2026-08-25,6645,金萬林-創,2000,0,-1286,714
2026-08-25,6655,科定,2000,0,0,2000
2026-08-25,6657,華安,0,0,0,0
2026-08-25,6658,聯策,51000,0,1490,52490
2026-08-25,6666,羅麗芬-KY,2000,0,0,2000
2026-08-25,6668,中揚光,-83931,0,0,-83931
2026-08-25,6669,緯穎,26632,5876,24760,57268
2026-08-25,6670,復盛應用,2000,0,0,2000
2026-08-25,6671,三能-KY,-1000,0,0,-1000
2026-08-25,6672,騰輝電子-KY,-143312,3000,50766,-89546
2026-08-25,6674,鋐寶科技,-4000,0,0,-4000
2026-08-25,6689,伊雲谷,17000,0,0,17000
2026-08-25,6691,洋基工程,-140772,1000,-4054,-143826
2026-08-25,6695,芯鼎,-50002,0,-150,-50152
2026-08-25,6698,旭暉應材,-22000,0,0,-22000
2026-08-25,6706,惠特,11028,0,74323,85351
2026-08-25,6715,嘉基,-17714,1000,-10956,-27670
2026-08-25,6719,力智,-41718,0,-10876,-52594
2026-08-25,6722,輝創,0,0,-1000,-1000
2026-08-25,6742,澤米,134000,0,-290,133710
2026-08-25,6743,安普新,5000,0,-3000,2000
2026-08-25,6753,龍德造船,-158998,0,-127732,-286730
2026-08-25,6754,匯僑設計,0,0,0,0
2026-08-25,6756,威鋒電子,43000,0,-2735,40265
2026-08-25,6757,台灣虎航,158339,0,7499,165838
2026-08-25,6768,志強-KY,59000,0,-390,58610
2026-08-25,6770,力積電,-53685227,0,-753738,-54438965
2026-08-25,6771,平和環保-創,-18000,0,-3000,-21000
2026-08-25,6776,展碁國際,-32989,0,1000,-31989
2026-08-25,6781,AES-KY,60112,1000,22994,84106
2026-08-25,6782,視陽,664083,3000,74387,741470
2026-08-25,6789,采鈺,220709,1000,-60,221649
2026-08-25,6790,永豐實,9000,0,-200,8800
2026-08-25,6792,詠業,25000,0,-3000,22000
2026-08-25,6794,向榮生技,-4000,0,0,-4000
2026-08-25,6796,晉弘,-15000,0,0,-15000
2026-08-25,6799,來頡,-82000,0,-388,-82388
2026-08-25,6805,富世達,-34632,181000,39247,185615
2026-08-25,6807,峰源-KY,-2000,0,0,-2000
2026-08-25,6830,汎銓,62751,19000,45146,126897
2026-08-25,6831,邁科,-18825,-100000,9093,-109732
2026-08-25,6834,天二科技,365882,0,2820,368702
2026-08-25,6835,圓裕,1000,0,0,1000
2026-08-25,6838,台新藥,12000,0,0,12000
2026-08-25,6854,錼創科技-KY創,-27000,0,4975,-22025
2026-08-25,6861,睿生光電,17685,0,416,18101
2026-08-25,6862,三集瑞-KY,8230,0,-3777,4453
2026-08-25,6863,永道-KY,12200,0,0,12200
2026-08-25,6869,雲豹能源,114950,0,1253,116203
2026-08-25,6873,泓德能源,-100481,0,3000,-97481
2026-08-25,6885,全福生技,4000,0,0,4000
2026-08-25,6887,寶綠特-KY,-5000,0,0,-5000
2026-08-25,6890,來億-KY,-40671,0,-2031,-42702
2026-08-25,6901,鑽石投資,-336000,0,0,-336000
2026-08-25,6902,GOGOLOOK,-3000,0,0,-3000
2026-08-25,6906,現觀科,8000,0,-17,7983
2026-08-25,6908,宏碁遊戲-創,2000,0,3000,5000
2026-08-25,6909,創控,23000,0,0,23000
2026-08-25,6914,阜爾運通,-57000,0,0,-57000
2026-08-25,6916,華凌,10000,0,0,10000
2026-08-25,6918,愛派司,-1000,0,2000,1000
2026-08-25,6919,康霈*,-1770943,0,44023,-1726920
2026-08-25,6921,嘉雨思-創,-4000,0,6000,2000
2026-08-25,6923,中台,-3000,0,8958,5958
2026-08-25,6924,榮惠-KY創,-3000,0,1016,-1984
2026-08-25,6928,攸泰科技,-30000,0,0,-30000
2026-08-25,6931,青松健康,-4000,0,1000,-3000
2026-08-25,6933,AMAX-KY,-31000,0,55,-30945
2026-08-25,6934,心誠鎂,-2000,0,0,-2000
2026-08-25,6936,永鴻生技,-7000,0,0,-7000
2026-08-25,6937,天虹,-74395,0,-781,-75176
2026-08-25,6944,兆聯實業,-20582,4000,-322,-16904
2026-08-25,6947,台鎔科技,-7560,0,0,-7560
2026-08-25,6949,沛爾生醫-創,123576,0,-91561,32015
2026-08-25,6951,青新-創,1000,0,0,1000
2026-08-25,6952,大武山,1000,0,0,1000
2026-08-25,6955,邦睿生技-創,-1000,0,697,-303
2026-08-25,6957,裕慶-KY,7000,0,-1000,6000
2026-08-25,6958,日盛台駿,1000,0,1000,2000
2026-08-25,6962,奕力-KY,-364000,0,-1090,-365090
2026-08-25,6965,中傑-KY,0,0,0,0
2026-08-25,6969,成信實業*-創,-18000,0,-305,-18305
2026-08-25,6988,威力暘-創,-34000,0,3976,-30024
2026-08-25,6994,富威電力,66000,0,-201,65799
2026-08-25,7610,聯友金屬-創,-77023,0,1387,-75636
2026-08-25,7631,聚賢研發-創,750,0,-2937,-2187
2026-08-25,7689,大鵬科CLMX,-45057,0,-45000,-90057
2026-08-25,7705,三商餐飲,2000,0,0,2000
2026-08-25,7711,永擎,-107247,0,8748,-98499
2026-08-25,7721,微程式,7000,0,-1000,6000
2026-08-25,7722,LINEPAY,1207,0,-78,1129
2026-08-25,7730,暉盛-創,231008,0,-38,230970
2026-08-25,7732,金興精密,0,0,0,0
2026-08-25,7736,虎山,-1000,0,0,-1000
2026-08-25,7740,熙特爾-創,-74000,0,2161,-71839
2026-08-25,7749,意騰-KY,-37786,0,-5786,-43572
2026-08-25,7750,新代,-62579,0,24443,-38136
2026-08-25,7760,享溫馨,0,0,0,0
2026-08-25,7765,中華資安,0,0,0,0
2026-08-25,7768,頌勝科技,-16000,0,0,-16000
2026-08-25,7769,鴻勁,36025,-65000,419,-28556
2026-08-25,7780,大研生醫*,47000,0,-6028,40972
2026-08-25,7786,東方風能,-11000,0,-5000,-16000
2026-08-25,7788,松川精密,-801,0,-15806,-16607
2026-08-25,7791,皇家可口,-5000,0,0,-5000
2026-08-25,7795,長廣,-151432,0,-6000,-157432
2026-08-25,7799,禾榮科,-9000,0,-3000,-12000
2026-08-25,7803,雲象科技-創,-3000,0,-1004,-4004
2026-08-25,7818,溢泰實業,33000,0,-6000,27000
2026-08-25,7821,神數,7000,0,0,7000
2026-08-25,7822,倍利科,28000,0,1410,29410
2026-08-25,7823,奧義賽博-KY創,0,0,-24,-24
2026-08-25,7827,漢康-KY創,16000,0,3096,19096
2026-08-25,7835,永悅健康-創,-2000,0,0,-2000
2026-08-25,7855,和運租車,-30000,0,0,-30000
2026-08-25,8011,台通,-32000,0,0,-32000
2026-08-25,8016,矽創,-66270,-11000,-4945,-82215
2026-08-25,8021,尖點,191384,-25000,565,166949
2026-08-25,8028,昇陽半導體,-7303,-148000,-9506,-164809
2026-08-25,8033,雷虎,-1356412,0,-2498,-1358910
2026-08-25,8039,台虹,4538621,441000,82358,5061979
2026-08-25,8045,達運光電,20326,0,0,20326
2026-08-25,8046,南電,-196701,-195000,228298,-163403
2026-08-25,8070,長華*,-181922,28000,10788,-143134
2026-08-25,8072,陞泰,-20000,0,0,-20000
2026-08-25,8081,致新,21000,1000,-2053,19947
2026-08-25,8103,瀚荃,430272,0,17703,447975
2026-08-25,8104,錸寶,50000,0,0,50000
2026-08-25,8110,華東,-129356,2000,-16180,-143536
2026-08-25,8112,至上,-2823327,2000,-274577,-3095904
2026-08-25,8114,振樺電,-110543,0,101,-110442
2026-08-25,8131,福懋科,-712216,2000,-23517,-733733
2026-08-25,8150,南茂,-2782992,3000,-207496,-2987488
2026-08-25,8162,微矽電子-創,-75300,0,-3785,-79085
2026-08-25,8163,達方,1000,0,-1358,-358
2026-08-25,8201,無敵,-3000,0,1000,-2000
2026-08-25,8210,勤誠,-48672,-92000,-21409,-162081
2026-08-25,8213,志超,-54000,0,4079,-49921
2026-08-25,8215,明基材,-61980,0,-1340,-63320
2026-08-25,8222,寶一,38657,0,-5000,33657
2026-08-25,8249,菱光,36000,0,0,36000
2026-08-25,8261,富鼎,488672,0,-35423,453249
2026-08-25,8271,宇瞻,-1210715,0,-110336,-1321051
2026-08-25,8341,日友,93314,0,2259,95573
2026-08-25,8367,建新國際,0,0,0,0
2026-08-25,8374,羅昇,2000,0,1187,3187
2026-08-25,8404,百和興業-KY,45327,0,0,45327
2026-08-25,8411,福貞-KY,2000,0,0,2000
2026-08-25,8422,可寧衛*,-54000,0,9916,-44084
2026-08-25,8429,金麗-KY,25000,0,1000,26000
2026-08-25,8438,昶昕,13415,0,3061,16476
2026-08-25,8442,威宏-KY,-46000,0,0,-46000
2026-08-25,8443,阿瘦,-1000,0,0,-1000
2026-08-25,8454,富邦媒,48695,-181,-2212,46302
2026-08-25,8462,柏文,-44290,0,-1000,-45290
2026-08-25,8463,潤泰材,-7000,0,0,-7000
2026-08-25,8464,億豐,200640,-4286,3742,200096
2026-08-25,8466,美吉吉-KY,-5000,0,0,-5000
2026-08-25,8467,波力-KY,-2000,0,0,-2000
2026-08-25,8473,山林水,67453,0,1427,68880
2026-08-25,8476,台境*,-5600,0,0,-5600
2026-08-25,8478,東哥遊艇,14797,0,-1000,13797
2026-08-25,8481,政伸,-2000,0,0,-2000
2026-08-25,8482,商億-KY,0,0,1000,1000
2026-08-25,8487,愛爾達-創,0,0,-9,-9
2026-08-25,8488,吉源-KY,-4000,0,3000,-1000
2026-08-25,8499,鼎炫-KY,0,0,12,12
2026-08-25,8926,台汽電,128000,0,130545,258545
2026-08-25,8940,新天地,0,0,0,0
2026-08-25,8996,高力,-1179659,563905,28649,-587105
2026-08-25,9802,鈺齊-KY,211333,0,30000,241333
2026-08-25,9902,台火,11000,0,0,11000
2026-08-25,9904,寶成,2709836,-128763,-14016,2567057
2026-08-25,9905,大華,-9000,0,0,-9000
2026-08-25,9906,欣巴巴,16000,0,0,16000
2026-08-25,9907,統一實,967007,0,2000,969007
2026-08-25,9908,大台北,-12000,0,0,-12000
2026-08-25,9910,豐泰,-78436,25000,-95,-53531
2026-08-25,9911,櫻花,3000,0,-8000,-5000
2026-08-25,9912,偉聯,-15000,0,0,-15000
2026-08-25,9914,美利達,418018,0,-78232,339786
2026-08-25,9917,中保科,111473,0,-1000,110473
2026-08-25,9918,欣天然,0,0,0,0
2026-08-25,9919,康那香,51000,0,0,51000
2026-08-25,9921,巨大,82114,0,49515,131629
2026-08-25,9924,福興,-11170,0,0,-11170
2026-08-25,9925,新保,-287000,0,2502,-284498
2026-08-25,9926,新海,2000,0,0,2000
2026-08-25,9927,泰銘,-13000,0,0,-13000
2026-08-25,9929,秋雨,1000,0,0,1000
2026-08-25,9930,中聯資源,-14000,0,1937,-12063
2026-08-25,9931,欣高,3000,0,0,3000
2026-08-25,9933,中鼎,818018,0,-45000,773018
2026-08-25,9934,成霖,-86166,0,4000,-82166
2026-08-25,9935,慶豐富,56052,0,0,56052
2026-08-25,9937,全國,4000,0,1000,5000
2026-08-25,9938,百和,325000,0,-8684,316316
2026-08-25,9939,宏全,-66475,0,-7847,-74322
2026-08-25,9940,信義,56000,0,22606,78606
2026-08-25,9941,裕融,152000,92001,36564,280565
2026-08-25,9942,茂順,-4000,0,0,-4000
2026-08-25,9943,好樂迪,3000,0,0,3000
2026-08-25,9944,新麗,2000,0,0,2000
2026-08-25,9945,潤泰新,1086281,0,21365,1107646
2026-08-25,9946,三發地產,-105000,0,0,-105000
2026-08-25,9955,佳龍,-206000,0,1000,-205000
2026-08-25,9958,世紀鋼,-670993,0,-8847,-679840
2026-08-26,1101,台泥,-15078632,-3000,321633,-14759999
2026-08-26,1102,亞泥,5569160,23201,-1432053,4160308
2026-08-26,1103,嘉泥,-32330,0,13000,-19330
2026-08-26,1104,環泥,-383730,0,-4279,-388009
2026-08-26,1108,幸福,1000,0,4000,5000
2026-08-26,1109,信大,11157,0,5000,16157
2026-08-26,1110,東泥,13000,0,16000,29000
2026-08-26,1201,味全,41000,0,9000,50000
2026-08-26,1203,味王,14000,0,2000,16000
2026-08-26,1210,大成,-99000,0,27173,-71827
2026-08-26,1215,卜蜂,58975,0,10727,69702
2026-08-26,1216,統一,2532615,-2000,-157759,2372856
2026-08-26,1217,愛之味,177513,0,9000,186513
2026-08-26,1218,泰山,10000,0,7865,17865
2026-08-26,1219,福壽,70644,0,6000,76644
2026-08-26,1220,台榮,17000,0,914,17914
2026-08-26,1225,福懋油,65000,0,3000,68000
2026-08-26,1227,佳格,-156424,0,14000,-142424
2026-08-26,1229,聯華,91595,5000,30055,126650
2026-08-26,1231,聯華食,-39000,0,14514,-24486
2026-08-26,1232,大統益,12159,0,2490,14649
2026-08-26,1233,天仁,12000,0,1000,13000
2026-08-26,1234,黑松,15000,0,-10349,4651
2026-08-26,1235,興泰,14000,0,1000,15000
2026-08-26,1236,宏亞,5000,0,1000,6000
2026-08-26,1256,鮮活果汁-KY,22090,0,-125,21965
2026-08-26,1301,台塑,16341253,0,1052737,17393990
2026-08-26,1303,南亞,10201013,1453000,1011421,12665434
2026-08-26,1304,台聚,1713390,0,336080,2049470
2026-08-26,1305,華夏,1463381,0,122878,1586259
2026-08-26,1307,三芳,105000,-4975,1969,101994
2026-08-26,1308,亞聚,1324176,0,21474,1345650
2026-08-26,1309,台達化,658379,0,81584,739963
2026-08-26,1310,台苯,1036954,0,47000,1083954
2026-08-26,1312,國喬,-836324,0,-297702,-1134026
2026-08-26,1313,聯成,1067655,0,22426,1090081
2026-08-26,1314,中石化,5940461,0,404000,6344461
2026-08-26,1315,達新,14000,0,-1000,13000
2026-08-26,1316,上曜,950598,0,-35426,915172
2026-08-26,1319,東陽,42584,-1040,19831,61375
2026-08-26,1321,大洋,179000,0,3000,182000
2026-08-26,1323,永裕,2999,0,1000,3999
2026-08-26,1324,地球,1000,0,0,1000
2026-08-26,1325,恆大,22000,0,0,22000
2026-08-26,1326,台化,14581441,0,850049,15431490
2026-08-26,1337,再生-KY,47144,0,3000,50144
2026-08-26,1338,廣華-KY,3000,0,2000,5000
2026-08-26,1339,昭輝,7000,0,-3000,4000
2026-08-26,1340,勝悅-KY,-8000,0,1000,-7000
2026-08-26,1341,富林-KY,1000,0,0,1000
2026-08-26,1342,八貫,-48361,0,-1000,-49361
2026-08-26,1402,遠東新,-4940357,6963,-298820,-5232214
2026-08-26,1409,新纖,-1481296,0,17611,-1463685
2026-08-26,1410,南染,-1000,0,-2000,-3000
2026-08-26,1413,宏洲,9000,0,0,9000
2026-08-26,1414,東和,166980,0,17000,183980
2026-08-26,1416,廣豐,96954,0,3000,99954
2026-08-26,1417,嘉裕,995,0,2000,2995
2026-08-26,1418,東華,4000,0,1000,5000
2026-08-26,1419,新紡,-5989,0,4000,-1989
2026-08-26,1423,利華,5000,0,0,5000
2026-08-26,1432,大魯閣,-1000,0,1000,0
2026-08-26,1434,福懋,1696703,0,30000,1726703
2026-08-26,1435,中福,8000,0,2000,10000
2026-08-26,1436,華友聯,49200,0,2000,51200
2026-08-26,1437,勤益控,5000,0,2000,7000
2026-08-26,1438,三地開發,27000,0,0,27000
2026-08-26,1439,雋揚,3000,0,1000,4000
2026-08-26,1440,南紡,180147,0,27102,207249
2026-08-26,1441,大東,2000,0,0,2000
2026-08-26,1442,名軒,-975,0,2844,1869
2026-08-26,1443,立益物流,6000,0,1000,7000
2026-08-26,1444,力麗,149933,0,16000,165933
2026-08-26,1445,大宇,26000,0,3000,29000
2026-08-26,1446,宏和,-8000,0,2000,-6000
2026-08-26,1447,力鵬,131550,0,9000,140550
2026-08-26,1449,佳和,-4145,0,-10842,-14987
2026-08-26,1451,年興,-2061,0,1000,-1061
2026-08-26,1452,宏益,13059,0,2000,15059
2026-08-26,1453,大將,7000,0,1000,8000
